Day 1,DLE-SL,ICV-SAR,BREAK,"DLE LAB
PLY 2 SL","DLE LAB
PLY 2 SL",LUNCH,ICV-VRE,WBD-JK,BREAK
Day 2,ICV-VRE,Lib,BREAK,DSE-BE,LIB,LUNCH,ICV (VRE)  PLY 3 LAB,ICV (VRE)  PLY 3 LAB,BREAK
Day 3,CDC,CDC,DLE-SL,BREAK,WBD-JK,LUNCH,"WBD LAB (JK)
PLY 3 LAB","WBD LAB (JK)
PLY 3 LAB",BREAK
Day 4,DSE-BE,WBD-JK,BREAK,Lib,DSE-BE,LUNCH,DLE-SL,DLE-SL,BREAK
Day 5,ICV-SAR,WBD-JK,BREAK,DSE LAB (BE) PLY3,DSE LAB (BE) PLY3,LUNCH,DSE-BE,LIB,BREAK
