Day 1,OOPS (KS),LANG,Maths,BREAK,EVS (SV),LUNCH,"DS (PC)
901",ENG,BREAK
Day 2,ENG,LANG,BREAK,"EVS (SV)
(606)",OOPS (KS),LUNCH,"CDC
",CDC,BREAK
Day 3,LANG,"DS LAB (PC)
402",BREAK,"OOPS(KS) LAB
403","OOPS(JB)/ SA
LAB 403",LUNCH,Maths,ENG,BREAK
Day 4,DS (PC),LANG,BREAK,ENG,Maths,LUNCH,LIB,OOPS (KS),BREAK
Day 5,DS (PC),"OOPS LAB (KS)
403",BREAK,Maths,EVS (SV),LUNCH,"DS LAB (PC)
402","DS LAB (PC)
402",BREAK
