Day 1,EVS-SH,LANG -903,BREAK,Maths,ICD-JB,LUNCH,ICD-JB,LIB,BREAK
Day 2,Maths,Lang -807,BREAK,ENG,DS(VRE)-PLY3,LUNCH,"ICD LAB (JB)
PLY 1
","ICD LAB (JB)
PLY 1
",BREAK
Day 3,LANG-903,ENG-902,BREAK,Maths,DS(VRE),LUNCH,CDC,CDC,BREAK
Day 4,Maths,LANG -806,BREAK,"DS LAB(VRE)
PLY3","DS LAB(VRE)
PLY3",LUNCH,ENG,EVS-SH,BREAK
Day 5,ICD-JB,ENG,DS-VRE,BREAK,"ICD LAB (JB)
PLY 1
",LUNCH,DS-VRE,"EVS(SH)
226",BREAK
