Day 1,CN (RS)  LAB - 708,LIB,BREAK,Maths,CN(RS),LUNCH,PYTHON - 708 LAB(SL),PYTHON - 708 LAB(SL),BREAK
Day 2,R (AS)- LAB 908,CDC,BREAK,PYTHON(MN),Maths,LUNCH,ANDROID/C#/ST,"ANDROID/C#/
ST
SAR,PC,BE,RS,RK,MRS,BN
708,403,402",BREAK
Day 3,Maths,"PYTHON
(MN)",BREAK,ANDROID/C#/ST,LIB,LUNCH,LIB,R (AS)- LAB 403,BREAK
Day 4,LIB,CN (RS)- LAB  908,BREAK,CN(RS),CDC,LUNCH,ANDROID/C#/ST,"ANDROID/C#/
ST
SAR,PC,BE,RS,RK,MRS,BN
708,403,402",BREAK
Day 5,LIB,CDC,BREAK,CN(RS),PYTHON (MN),LUNCH,LIB,Maths,BREAK
