Day 1,CDC,LANG,Maths,BREAK,"CDC
(606)",LUNCH,"OOPS LAB (SV)
402","OOPS LAB (SV)
/ SA 402",BREAK
Day 2,"EVS
(KS)",LANG,BREAK,Maths,"OOPS (PC)
402",LUNCH,"OOPS 
(SV)
(606)",ENG,BREAK
Day 3,LANG,ENG,BREAK,Maths,"OOPS 
(SV)",LUNCH,"DS 
(DG)",EVS (KS),BREAK
Day 4,ENG,LANG,BREAK,"EVS (KS)
606
","DS LAB 708 
(DG)",LUNCH,Maths,"OOPS 
(SV)",BREAK
Day 5,ENG,"DS 
(DG)",BREAK,"DS 
(DG)",LIB,LUNCH,"DS LAB (DG)
403","DS LAB (DG)
403",BREAK
